dv,heat,year,region,country,rain,DM_urban_p,ED_educ_years_mean,ED_litt_p,EI_internet_week_p,EI_news_week_p,EI_radio_week_p,EI_tv_week_p,DP_decide_money_p,DP_earn_more_equal_p,WK_working_paid_p,DP_owns_house_p,DP_owns_land_p,DP_decide_health_p,DP_decide_large_purchase_p,DP_decide_visits_p,DP_decide_contraception_p,DP_decide_no_contraception_p,DV_phys_partner_12m_p,DV_phys_12m_p,WL_wealth_median,DM_age_diff_mean,DM_age_diff_10plus_p,EI_women_elec_p,region_id
28.0,0.0,2000,10,PER,0.005805764,30.7,6.14,75.75,,8.76,45.91,29.55,48.39,,56.41,,,28.53,11.89,69.26,,,40.25,28.0,15.76,4.44,17.39,34.27,PER_10
26.55,0.0,2000,11,PER,-0.004636306,84.58,10.29,96.86,,34.38,76.42,81.02,68.3,,86.54,,,65.92,23.46,60.89,,,43.46,26.55,63.11,3.6,8.43,88.03,PER_11
29.7,0.0,2000,12,PER,0.0256132,55.59,8.9,92.28,,26.43,72.12,62.94,52.13,,57.6,,,51.3,18.67,76.14,,,46.92,29.7,47.53,3.74,16.67,79.66,PER_12
19.26,0.0,2000,13,PER,-0.1415778,65.8,8.69,91.07,,23.46,65.42,62.56,70.5,,63.86,,,68.79,20.59,82.19,,,31.67,19.26,47.53,4.31,12.73,68.91,PER_13
22.42,0.0,2000,14,PER,0.7374808,72.62,8.94,94.17,,25.78,69.8,73.1,79.55,,90.38,,,65.08,24.7,78.88,,,36.74,22.42,52.86,4.59,18.99,73.07,PER_14
23.17,0.0,2000,15,PER,0.1516616,95.63,10.55,97.71,,38.85,68.23,79.91,74.64,,89.22,,,75.58,27.31,70.76,,,39.83,23.17,71.54,3.7,10.09,96.31,PER_15
38.72,0.0,2000,16,PER,0.2575689,67.79,7.78,89.14,,23.64,48.64,44.05,53.87,,78.3,,,50.43,19.14,62.14,,,52.56,38.72,20.54,5.38,22.11,60.57,PER_16
31.11,0.0,2000,17,PER,0.01378813,65.36,8.34,91.13,,17.8,58.7,63.44,61.42,,92.21,,,58.07,15.3,83.29,,,41.47,31.11,39.78,4.94,29.41,78.9,PER_17
26.41,0.0,2000,18,PER,-0.1384499,77.17,10.18,96.53,,27.17,77.07,73.12,46.04,,73.42,,,50.72,14.79,78.7,,,38.47,26.41,63.11,4.11,15.31,87.36,PER_18
31.58,0.0,2000,19,PER,0.1086432,58.41,8.43,91.59,,11.85,64.98,53.54,50.75,,48.64,,,38.95,12.11,67.72,,,49.25,31.58,37.28,4.1,12.96,74.7,PER_19
19.94,0.0,2000,20,PER,1.007714,66.74,8.69,92.25,,24.67,61.4,68.53,69.53,,76.24,,,61.98,12.99,78.21,,,31.81,19.94,45.71,4.42,13.11,71.09,PER_20
30.77,0.0,2000,21,PER,0.007935476,37.79,6.91,85.15,,9.25,52.95,30.72,44.44,,35.46,,,30.53,16.0,82.66,,,44.55,30.77,23.92,3.68,12.84,54.18,PER_21
36.47,0.0,2000,22,PER,-0.3144239,60.51,7.49,89.18,,11.64,66.73,52.04,65.67,,46.2,,,44.46,8.86,78.14,,,48.81,36.47,36.64,4.56,20.13,58.17,PER_22
31.18,0.0,2000,23,PER,-0.2604069,87.47,9.83,96.53,,44.11,67.89,72.53,60.28,,84.81,,,66.8,29.47,75.83,,,49.33,31.18,64.96,3.55,7.81,95.12,PER_23
28.21,0.0,2000,24,PER,0.7332967,85.11,9.52,95.85,,12.45,58.62,71.91,70.09,,94.01,,,63.56,11.76,71.24,,,42.53,28.21,57.81,4.67,13.08,87.62,PER_24
35.93,0.0,2000,25,PER,-0.1910425,67.12,8.52,89.79,,25.17,54.96,60.31,72.24,,79.58,,,53.0,19.26,68.1,,,50.68,35.93,27.06,4.97,19.18,61.58,PER_25
9.68,0.0,2004,1,PER,-0.485504,33.51,7.3,90.63,,11.34,76.74,43.7,64.8,31.48,44.84,,,36.14,13.64,73.55,,,12.14,9.68,32.91,5.13,24.68,58.9,PER_1
8.46,0.0,2004,2,PER,-0.2628122,53.16,8.15,84.92,,18.19,59.11,51.5,66.0,38.45,55.19,,,44.77,20.86,78.83,,,11.76,8.46,43.83,3.63,11.31,78.95,PER_2
16.53,0.0,2004,3,PER,-0.3808495,37.61,7.52,81.66,,12.89,61.01,38.57,56.37,30.79,46.06,,,49.52,21.46,84.55,,,21.17,16.53,28.67,3.53,10.65,75.59,PER_3
10.86,0.0,2004,4,PER,-0.4968499,88.22,10.93,97.54,,34.83,75.51,75.36,63.32,29.79,80.41,,,64.98,26.28,75.87,,,16.25,10.86,64.29,3.74,8.91,94.95,PER_4
12.78,0.0,2004,5,PER,-0.2789483,42.91,7.52,83.2,,10.71,59.14,34.52,60.41,27.95,45.34,,,45.65,19.06,79.65,,,16.64,12.78,28.67,3.69,16.26,65.42,PER_5
6.65,0.0,2004,6,PER,0.1419227,29.65,6.66,82.47,,10.77,73.0,34.02,62.09,31.07,38.68,,,33.78,10.63,75.83,,,8.76,6.65,24.92,4.53,15.17,51.05,PER_6
15.85,0.0,2004,8,PER,-0.2746116,51.9,8.3,83.46,,21.45,77.46,51.94,61.45,34.51,56.02,,,47.82,21.67,82.75,,,21.04,15.85,42.01,3.89,22.75,81.82,PER_8
13.52,0.0,2004,9,PER,-0.6778089,18.14,6.51,79.58,,9.54,53.82,28.83,50.73,36.47,30.72,,,37.69,16.15,77.91,,,16.6,13.52,24.79,3.49,6.7,72.36,PER_9
11.97,0.0,2004,10,PER,-0.3580795,37.45,6.73,80.32,,13.03,61.14,35.12,58.27,31.35,45.98,,,45.35,14.07,71.58,,,15.04,11.97,20.61,3.78,21.82,49.1,PER_10
11.84,0.0,2004,12,PER,-0.4680029,55.45,9.21,93.88,,25.39,75.88,63.43,61.2,28.71,58.74,,,54.74,18.79,72.29,,,16.93,11.84,49.76,3.6,12.85,91.53,PER_12
7.6,0.0,2004,13,PER,-0.2759934,71.23,9.03,91.51,,27.72,65.44,63.22,76.08,31.29,61.27,,,51.25,20.34,70.18,,,10.8,7.6,57.77,4.24,11.71,79.6,PER_13
8.17,0.0,2004,14,PER,0.124053,75.38,9.37,95.63,,29.52,65.19,67.65,73.26,27.89,73.42,,,55.11,20.16,74.33,,,11.76,8.17,59.06,4.43,15.61,83.0,PER_14
7.4,0.0,2004,15,PER,-0.8753293,95.31,11.13,98.62,,43.7,73.45,84.65,75.13,31.28,86.27,,,68.26,26.01,68.64,,,11.08,7.4,76.81,3.54,15.87,97.54,PER_15
13.39,0.0,2004,16,PER,1.822265,63.59,8.09,92.94,,22.27,56.69,47.33,72.8,38.32,49.78,,,44.6,19.16,61.13,,,15.96,13.39,28.24,5.5,24.65,63.83,PER_16
17.42,0.0,2004,17,PER,-0.1736882,63.74,8.94,94.01,,22.05,63.16,61.78,67.16,34.24,72.57,,,58.4,25.18,77.51,,,20.69,17.42,45.68,4.63,23.04,81.99,PER_17
10.38,0.0,2004,18,PER,-0.5890428,81.41,10.86,97.58,,30.63,75.9,72.46,61.22,26.77,75.77,,,62.9,20.86,75.3,,,13.58,10.38,65.34,3.75,12.58,94.76,PER_18
9.62,0.0,2004,20,PER,-0.2375037,71.88,8.94,93.65,,34.77,68.45,62.17,72.66,29.64,62.64,,,48.74,18.4,78.95,,,13.18,9.62,50.46,4.07,16.7,76.38,PER_20
15.27,0.0,2004,21,PER,-0.3994101,47.39,8.45,90.89,,16.26,65.8,40.46,46.2,33.24,52.22,,,41.43,19.23,74.68,,,19.42,15.27,29.78,3.47,10.22,74.95,PER_21
11.98,0.0,2004,22,PER,0.1740777,56.89,7.74,90.63,,16.57,75.15,49.7,62.82,29.58,46.21,,,41.94,13.52,72.77,,,14.39,11.98,37.2,4.96,19.46,65.95,PER_22
9.87,0.0,2004,24,PER,-0.3147755,87.11,10.15,97.47,,32.74,66.82,75.03,73.71,34.16,77.45,,,63.76,23.44,73.1,,,12.51,9.87,60.34,4.31,14.99,95.15,PER_24
13.89,0.0,2004,25,PER,0.09732936,69.45,8.92,94.02,,21.71,60.39,57.62,73.78,31.17,67.77,,,57.7,19.72,72.09,,,17.55,13.89,45.38,5.17,25.45,69.04,PER_25
9.68,0.0,2007,1,PER,-0.485504,33.51,7.3,90.63,,11.34,76.74,43.7,64.8,31.48,44.84,,,36.14,13.64,73.55,,,12.14,9.68,32.91,5.13,24.68,58.9,PER_1
8.46,0.0,2007,2,PER,-0.2628122,53.16,8.15,84.92,,18.19,59.11,51.5,66.0,38.45,55.19,,,44.77,20.86,78.83,,,11.76,8.46,43.83,3.63,11.31,78.95,PER_2
16.53,0.0,2007,3,PER,-0.3808495,37.61,7.52,81.66,,12.89,61.01,38.57,56.37,30.79,46.06,,,49.52,21.46,84.55,,,21.17,16.53,28.67,3.53,10.65,75.59,PER_3
10.86,0.0,2007,4,PER,-0.4968499,88.22,10.93,97.54,,34.83,75.51,75.36,63.32,29.79,80.41,,,64.98,26.28,75.87,,,16.25,10.86,64.29,3.74,8.91,94.95,PER_4
12.78,0.0,2007,5,PER,-0.2789483,42.91,7.52,83.2,,10.71,59.14,34.52,60.41,27.95,45.34,,,45.65,19.06,79.65,,,16.64,12.78,28.67,3.69,16.26,65.42,PER_5
6.65,0.0,2007,6,PER,0.1419227,29.65,6.66,82.47,,10.77,73.0,34.02,62.09,31.07,38.68,,,33.78,10.63,75.83,,,8.76,6.65,24.92,4.53,15.17,51.05,PER_6
15.85,0.0,2007,8,PER,-0.2746116,51.9,8.3,83.46,,21.45,77.46,51.94,61.45,34.51,56.02,,,47.82,21.67,82.75,,,21.04,15.85,42.01,3.89,22.75,81.82,PER_8
13.52,0.0,2007,9,PER,-0.6778089,18.14,6.51,79.58,,9.54,53.82,28.83,50.73,36.47,30.72,,,37.69,16.15,77.91,,,16.6,13.52,24.79,3.49,6.7,72.36,PER_9
11.97,0.0,2007,10,PER,-0.3580795,37.45,6.73,80.32,,13.03,61.14,35.12,58.27,31.35,45.98,,,45.35,14.07,71.58,,,15.04,11.97,20.61,3.78,21.82,49.1,PER_10
11.84,0.0,2007,12,PER,-0.4680029,55.45,9.21,93.88,,25.39,75.88,63.43,61.2,28.71,58.74,,,54.74,18.79,72.29,,,16.93,11.84,49.76,3.6,12.85,91.53,PER_12
7.6,0.0,2007,13,PER,-0.2759934,71.23,9.03,91.51,,27.72,65.44,63.22,76.08,31.29,61.27,,,51.25,20.34,70.18,,,10.8,7.6,57.77,4.24,11.71,79.6,PER_13
8.17,0.0,2007,14,PER,0.124053,75.38,9.37,95.63,,29.52,65.19,67.65,73.26,27.89,73.42,,,55.11,20.16,74.33,,,11.76,8.17,59.06,4.43,15.61,83.0,PER_14
7.4,0.0,2007,15,PER,-0.8753293,95.31,11.13,98.62,,43.7,73.45,84.65,75.13,31.28,86.27,,,68.26,26.01,68.64,,,11.08,7.4,76.81,3.54,15.87,97.54,PER_15
13.39,0.0,2007,16,PER,1.822265,63.59,8.09,92.94,,22.27,56.69,47.33,72.8,38.32,49.78,,,44.6,19.16,61.13,,,15.96,13.39,28.24,5.5,24.65,63.83,PER_16
17.42,0.0,2007,17,PER,-0.1736882,63.74,8.94,94.01,,22.05,63.16,61.78,67.16,34.24,72.57,,,58.4,25.18,77.51,,,20.69,17.42,45.68,4.63,23.04,81.99,PER_17
10.38,0.0,2007,18,PER,-0.5890428,81.41,10.86,97.58,,30.63,75.9,72.46,61.22,26.77,75.77,,,62.9,20.86,75.3,,,13.58,10.38,65.34,3.75,12.58,94.76,PER_18
9.62,0.0,2007,20,PER,-0.2375037,71.88,8.94,93.65,,34.77,68.45,62.17,72.66,29.64,62.64,,,48.74,18.4,78.95,,,13.18,9.62,50.46,4.07,16.7,76.38,PER_20
15.27,0.0,2007,21,PER,-0.3994101,47.39,8.45,90.89,,16.26,65.8,40.46,46.2,33.24,52.22,,,41.43,19.23,74.68,,,19.42,15.27,29.78,3.47,10.22,74.95,PER_21
11.98,0.0,2007,22,PER,0.1740777,56.89,7.74,90.63,,16.57,75.15,49.7,62.82,29.58,46.21,,,41.94,13.52,72.77,,,14.39,11.98,37.2,4.96,19.46,65.95,PER_22
9.87,0.0,2007,24,PER,-0.3147755,87.11,10.15,97.47,,32.74,66.82,75.03,73.71,34.16,77.45,,,63.76,23.44,73.1,,,12.51,9.87,60.34,4.31,14.99,95.15,PER_24
13.89,0.0,2007,25,PER,0.09732936,69.45,8.92,94.02,,21.71,60.39,57.62,73.78,31.17,67.77,,,57.7,19.72,72.09,,,17.55,13.89,45.38,5.17,25.45,69.04,PER_25
14.6,0.0,2009,1,PER,0.6550113,37.99,7.23,90.89,,12.7,72.5,52.44,60.09,31.3,36.62,,,52.24,17.19,81.82,,,17.63,14.6,41.4,5.01,22.28,67.99,PER_1
10.83,0.0,2009,2,PER,0.3739811,52.09,8.23,86.2,,23.3,51.38,58.15,56.79,29.17,51.84,,,55.57,17.92,80.65,,,14.54,10.83,49.32,3.44,15.74,88.15,PER_2
15.75,0.0,2009,3,PER,-0.5076045,32.47,7.44,84.33,,7.87,58.69,31.74,59.03,32.01,60.45,,,57.87,26.23,87.39,,,18.95,15.75,35.05,3.44,11.39,78.84,PER_3
12.14,0.0,2009,4,PER,-0.3657429,86.42,10.67,97.66,,35.06,75.53,80.06,64.62,30.23,84.32,,,65.86,37.92,73.45,,,16.41,12.14,59.41,3.74,19.65,95.04,PER_4
12.7,0.0,2009,5,PER,-0.4283661,53.77,7.64,87.11,,13.11,57.32,41.51,62.66,34.71,56.47,,,39.43,17.93,80.86,,,16.84,12.7,35.05,3.27,11.0,79.5,PER_5
8.55,0.0,2009,6,PER,0.7247445,29.47,7.38,85.88,,11.57,70.18,36.74,62.29,21.97,55.65,,,52.09,12.04,74.56,,,10.78,8.55,35.05,4.35,19.56,63.24,PER_6
14.59,0.0,2009,8,PER,-0.3982188,51.45,8.59,88.59,,20.11,72.98,56.25,52.75,31.92,53.21,,,44.04,17.11,85.78,,,19.07,14.59,45.48,3.85,4.98,81.12,PER_8
10.29,0.0,2009,9,PER,-0.4318576,18.99,6.56,82.43,,11.69,52.49,32.48,48.98,34.28,29.65,,,36.55,10.94,83.45,,,13.37,10.29,32.36,3.74,8.03,82.33,PER_9
8.04,0.0,2009,10,PER,-0.07963422,41.91,7.17,81.28,,16.61,60.79,42.65,63.47,34.88,35.91,,,47.99,19.49,75.37,,,10.38,8.04,29.76,3.43,9.59,68.61,PER_10
11.02,0.0,2009,11,PER,-0.2904485,92.57,10.86,98.17,,41.83,69.41,82.56,70.49,32.12,67.69,,,64.62,24.14,69.1,,,14.83,11.02,65.34,3.41,7.84,96.5,PER_11
14.05,0.0,2009,12,PER,-0.2999927,66.11,9.16,93.76,,36.4,73.08,70.13,54.3,23.94,63.7,,,52.84,19.87,76.31,,,18.48,14.05,50.8,3.59,14.1,89.09,PER_12
4.27,0.0,2009,13,PER,0.5809008,77.0,9.25,94.61,,25.06,60.73,61.95,74.65,27.1,89.77,,,75.46,21.78,81.1,,,5.85,4.27,59.41,3.72,14.11,84.83,PER_13
8.84,0.0,2009,14,PER,0.7663967,85.3,10.58,95.11,,36.89,63.45,67.86,74.59,31.71,73.3,,,56.89,27.74,70.72,,,13.09,8.84,63.5,4.36,8.99,92.49,PER_14
8.29,0.0,2009,15,PER,-0.3667614,96.79,11.19,98.56,,48.83,65.22,79.16,69.17,30.65,86.17,,,69.78,32.05,69.52,,,12.33,8.29,75.53,3.48,17.41,97.61,PER_15
13.14,0.0,2009,16,PER,0.06085969,65.46,8.36,90.33,,27.8,55.36,51.95,76.28,41.24,65.59,,,54.15,18.12,62.44,,,16.15,13.14,29.2,5.29,23.39,60.52,PER_16
16.54,0.0,2009,17,PER,0.2304657,62.41,9.14,95.26,,28.64,62.8,63.79,50.52,34.6,75.32,,,60.74,21.64,74.36,,,19.85,16.54,47.34,4.76,20.36,75.45,PER_17
14.93,0.0,2009,18,PER,-0.4178939,82.95,10.99,98.71,,31.64,69.36,77.07,60.42,38.09,75.91,,,63.64,25.64,73.84,,,18.91,14.93,66.56,4.13,13.89,94.43,PER_18
11.17,0.0,2009,19,PER,-0.2568827,60.12,8.9,93.84,,13.18,69.01,60.65,48.69,30.49,63.51,,,34.28,16.77,72.73,,,14.61,11.17,47.92,3.58,11.07,87.93,PER_19
7.1,0.0,2009,20,PER,0.613846,78.49,8.74,93.19,,30.08,60.84,62.03,73.39,31.2,70.83,,,55.69,14.61,78.31,,,9.42,7.1,47.56,4.12,15.83,82.58,PER_20
11.65,0.0,2009,21,PER,-0.3736725,52.36,9.02,94.39,,16.95,63.38,43.87,58.15,35.28,53.9,,,54.44,22.1,79.24,,,15.33,11.65,35.81,3.13,7.91,79.97,PER_21
14.35,0.0,2009,22,PER,0.1626733,60.96,7.76,93.54,,23.45,88.61,58.62,59.66,34.55,46.6,,,34.57,9.59,77.57,,,16.4,14.35,38.04,5.04,22.49,68.13,PER_22
13.42,0.0,2009,23,PER,-0.4944853,84.82,10.47,98.07,,35.41,68.48,79.95,63.78,45.39,90.89,,,68.11,28.62,77.61,,,17.64,13.42,65.34,3.6,11.63,96.58,PER_23
10.31,0.0,2009,24,PER,0.3704873,89.64,9.79,96.38,,36.16,55.5,74.42,79.83,26.39,84.17,,,79.38,28.02,76.35,,,12.75,10.31,57.95,4.49,17.08,94.2,PER_24
12.2,0.0,2009,25,PER,-0.04745139,77.69,8.97,92.43,,26.17,55.68,61.8,73.22,39.63,79.43,,,61.78,19.34,68.25,,,14.74,12.2,40.99,5.14,26.92,76.44,PER_25
10.21,0.0,2010,1,PER,0.2501121,34.37,8.4,94.04,,18.91,84.51,58.51,58.8,38.72,48.12,,,38.18,14.59,78.01,,,13.32,10.21,37.45,4.34,21.92,64.83,PER_1
9.38,0.0,2010,2,PER,-0.4950183,54.04,8.56,89.46,,26.79,57.79,62.5,57.35,25.24,47.99,,,44.85,25.04,73.6,,,12.68,9.38,50.8,3.87,9.86,86.37,PER_2
14.37,0.0,2010,3,PER,-0.5407308,34.74,7.89,87.64,,11.85,64.79,42.99,56.75,34.66,43.61,,,40.89,17.73,87.13,,,18.45,14.37,35.05,3.68,14.86,84.03,PER_3
8.83,0.0,2010,4,PER,-0.6313385,88.0,10.78,98.54,,28.31,73.27,86.41,53.14,27.1,87.47,,,64.1,29.74,76.75,,,13.31,8.83,61.26,3.63,8.44,97.57,PER_4
9.05,0.0,2010,5,PER,-0.2593453,48.61,7.66,85.15,,11.72,54.04,39.53,63.54,26.5,57.35,,,33.27,28.82,76.57,,,11.85,9.05,39.13,3.63,13.03,77.67,PER_5
7.29,0.0,2010,6,PER,0.1071076,30.85,7.09,85.86,,14.63,72.18,41.44,51.87,27.62,52.45,,,51.96,13.92,83.02,,,9.87,7.29,35.05,3.66,10.5,64.04,PER_6
17.38,0.0,2010,8,PER,-0.3668968,52.9,8.58,90.63,,21.33,79.0,59.76,46.5,32.95,57.21,,,39.67,19.91,81.78,,,22.36,17.38,48.1,3.76,17.76,80.65,PER_8
8.85,0.0,2010,9,PER,0.03347689,19.24,7.11,84.76,,12.66,62.53,41.99,42.59,35.73,29.6,,,39.46,13.57,76.1,,,11.83,8.85,35.05,3.56,3.35,88.16,PER_9
6.42,0.0,2010,10,PER,-0.5082553,37.55,7.62,82.98,,20.38,60.05,46.2,56.79,37.47,41.43,,,55.59,24.89,77.01,,,8.35,6.42,35.88,3.8,17.65,73.31,PER_10
12.47,0.0,2010,11,PER,0.3216139,87.79,11.05,97.68,,43.14,65.37,83.89,74.84,33.22,73.32,,,69.81,28.98,70.58,,,16.85,12.47,67.84,3.48,15.21,96.93,PER_11
11.58,0.0,2010,12,PER,0.03215287,66.16,9.99,95.63,,41.99,75.45,75.21,56.01,34.1,72.83,,,49.02,24.38,75.5,,,15.57,11.58,56.11,3.1,7.09,92.68,PER_12
4.21,0.0,2010,13,PER,-0.3550552,78.28,9.19,95.04,,25.09,57.35,63.13,56.11,29.55,88.79,,,65.51,16.31,83.85,,,5.62,4.21,57.77,4.57,16.4,89.85,PER_13
7.82,0.0,2010,14,PER,0.1527394,80.45,9.89,94.8,,39.72,59.65,70.73,72.78,29.96,71.8,,,51.74,25.8,62.34,,,11.34,7.82,60.9,4.47,17.85,93.17,PER_14
8.3,0.0,2010,15,PER,-0.07560865,97.2,11.02,98.18,,49.49,63.24,83.07,69.96,34.92,86.18,,,71.02,29.87,69.0,,,11.71,8.3,74.97,3.6,12.61,97.72,PER_15
13.04,0.1666667,2010,16,PER,-0.561678,62.6,8.05,89.6,,29.28,52.82,46.55,75.32,29.6,61.25,,,48.69,20.2,64.33,,,15.96,13.04,27.93,5.36,21.77,62.4,PER_16
14.16,0.0,2010,17,PER,0.4508265,67.61,9.12,94.56,,28.69,57.71,70.14,65.23,35.15,77.17,,,69.1,26.25,78.85,,,17.12,14.16,50.18,4.88,22.01,83.41,PER_17
11.34,0.0,2010,18,PER,-0.6902122,83.59,10.93,98.19,,31.63,68.36,78.96,59.46,31.47,76.31,,,58.21,20.92,75.69,,,14.11,11.34,65.34,3.64,23.1,96.39,PER_18
12.98,0.0,2010,19,PER,-0.3185401,66.25,9.63,94.48,,23.22,68.73,63.88,47.86,25.6,54.54,,,45.87,17.09,75.01,,,17.19,12.98,52.14,3.79,10.98,89.37,PER_19
9.72,0.0,2010,20,PER,0.4161015,78.51,9.17,94.11,,40.65,63.95,70.24,68.26,29.5,73.15,,,47.49,17.16,79.63,,,13.36,9.72,50.8,3.94,17.21,83.9,PER_20
11.14,0.0,2010,21,PER,-0.4465487,49.44,8.73,94.21,,17.38,67.28,43.63,59.52,27.48,52.04,,,53.3,19.12,77.81,,,15.23,11.14,35.49,3.84,9.7,81.23,PER_21
10.83,0.0,2010,22,PER,-0.5164113,60.52,8.01,93.25,,21.63,70.97,56.01,35.91,41.01,41.4,,,29.5,6.64,65.96,,,13.01,10.83,41.55,4.65,20.96,78.59,PER_22
9.74,0.0,2010,23,PER,-0.681061,86.43,10.48,98.64,,37.46,72.46,82.89,67.22,39.08,87.2,,,65.05,27.49,77.35,,,13.61,9.74,66.56,4.07,22.27,98.76,PER_23
12.41,0.0,2010,24,PER,0.4889648,90.21,9.91,97.47,,42.93,57.29,76.35,74.36,33.12,79.26,,,71.24,34.26,70.14,,,15.54,12.41,63.06,4.42,9.06,98.04,PER_24
10.93,0.0,2010,25,PER,-0.482156,77.5,9.12,95.08,,27.99,51.81,70.32,63.95,34.64,73.81,,,68.92,18.63,75.29,,,13.18,10.93,46.55,5.03,26.04,78.58,PER_25
8.86,0.0,2011,1,PER,0.1777078,32.49,7.83,89.69,,11.52,70.03,52.28,53.31,34.95,38.64,,,32.43,10.97,71.13,,,11.27,8.86,41.52,4.7,18.68,69.38,PER_1
8.19,0.0,2011,2,PER,-0.2285135,53.42,9.1,90.19,,27.63,66.07,66.67,62.72,24.95,54.21,,,45.31,23.83,75.12,,,10.77,8.19,55.91,3.65,15.99,92.21,PER_2
13.2,0.0,2011,3,PER,-0.1224936,38.12,7.67,82.96,,12.89,64.47,45.7,62.91,23.48,45.55,,,38.55,18.45,86.57,,,17.27,13.2,39.13,3.82,11.61,86.94,PER_3
7.47,0.0,2011,4,PER,-0.2304649,89.53,11.23,98.62,,28.78,65.64,79.2,49.11,34.83,84.22,,,66.3,21.17,63.77,,,9.88,7.47,68.4,3.27,20.88,99.0,PER_4
11.24,0.0,2011,5,PER,-0.04281843,46.52,7.72,85.32,,10.25,52.73,40.9,59.03,29.35,56.91,,,33.75,28.11,74.38,,,14.9,11.24,40.47,3.21,11.4,82.06,PER_5
6.17,0.0,2011,6,PER,0.1710095,33.48,6.84,85.65,,13.92,72.85,37.71,52.97,34.95,53.84,,,53.54,11.91,84.89,,,8.2,6.17,29.43,3.77,17.97,63.27,PER_6
16.2,0.0,2011,8,PER,0.1214057,59.13,8.32,90.5,,25.72,72.13,58.47,61.52,25.1,55.82,,,51.45,19.75,83.45,,,20.84,16.2,47.92,3.51,19.58,87.03,PER_8
6.86,0.0,2011,9,PER,-0.1073926,20.01,7.08,81.54,,10.86,54.82,39.92,45.73,25.51,27.58,,,48.22,11.31,92.52,,,9.09,6.86,35.05,3.33,12.42,84.57,PER_9
7.54,0.0,2011,10,PER,-0.03696456,40.28,7.5,81.59,,21.42,57.34,41.51,59.55,32.95,46.34,,,49.33,20.53,79.79,,,10.08,7.54,35.05,4.15,14.83,71.91,PER_10
11.98,0.0,2011,11,PER,-0.01856125,85.83,11.09,98.16,,48.09,67.59,88.37,71.54,33.63,76.08,,,75.09,31.27,74.87,,,16.04,11.98,67.57,3.43,11.62,98.05,PER_11
14.4,0.0,2011,12,PER,-0.0197157,61.09,9.62,94.72,,43.08,79.31,84.44,54.9,32.24,72.52,,,47.83,20.73,78.93,,,18.96,14.4,54.27,3.75,10.98,90.84,PER_12
4.4,0.0,2011,13,PER,-0.01465513,80.99,9.03,92.65,,26.46,61.45,68.99,57.73,23.09,91.44,,,55.98,17.92,87.64,,,5.94,4.4,56.35,3.96,10.94,90.93,PER_13
5.85,0.0,2011,14,PER,0.1665052,76.75,9.8,95.96,,27.69,55.98,70.02,74.28,27.42,76.21,,,55.5,18.87,71.3,,,8.57,5.85,63.14,3.76,7.51,95.6,PER_14
8.4,0.0,2011,15,PER,-0.2906089,97.29,11.27,99.05,,54.19,65.11,81.66,72.56,33.33,90.47,,,75.83,34.3,71.7,,,11.85,8.4,74.99,3.5,11.54,98.11,PER_15
14.55,0.0,2011,16,PER,-1.018319,59.97,7.98,87.75,,29.8,53.92,47.56,67.41,39.55,64.28,,,43.69,19.69,66.63,,,17.23,14.55,34.45,5.45,25.52,67.99,PER_16
13.91,0.0,2011,17,PER,0.2115257,70.93,9.28,96.56,,32.8,57.47,72.73,59.63,30.54,73.51,,,65.82,41.55,78.55,,,16.37,13.91,54.27,4.76,14.24,88.7,PER_17
9.84,0.0,2011,18,PER,-0.2308451,85.61,11.26,98.4,,41.3,78.9,89.22,65.8,32.3,71.24,,,67.88,21.03,72.54,,,12.88,9.84,69.69,3.38,16.21,95.77,PER_18
10.42,0.0,2011,19,PER,-0.1393875,68.7,9.73,94.92,,23.53,64.14,67.62,50.73,27.07,59.21,,,52.54,22.67,80.91,,,13.67,10.42,50.8,3.83,13.36,87.9,PER_19
10.48,0.0,2011,20,PER,0.2236343,76.32,9.62,94.48,,41.94,64.47,76.54,75.63,34.18,72.05,,,48.94,17.19,75.04,,,14.57,10.48,60.34,4.46,18.73,91.2,PER_20
12.59,0.0,2011,21,PER,-0.03327346,50.76,8.8,95.02,,22.72,74.91,60.8,44.43,30.89,53.6,,,50.15,19.35,82.24,,,16.01,12.59,35.5,3.8,5.2,83.16,PER_21
9.38,0.0,2011,22,PER,-0.04591045,64.67,8.02,95.84,,22.3,67.76,63.47,57.45,26.54,47.02,,,50.82,8.65,77.24,,,11.42,9.38,46.26,5.13,20.19,83.63,PER_22
9.85,0.0,2011,23,PER,-0.229142,87.92,10.57,98.05,,38.17,65.83,79.73,62.59,42.17,85.68,,,70.24,31.25,76.89,,,13.84,9.85,67.84,3.78,17.0,96.28,PER_23
11.3,0.0,2011,24,PER,0.1292985,89.42,10.0,97.44,,47.26,53.7,75.49,75.51,27.36,76.99,,,66.89,29.18,67.18,,,13.56,11.3,63.5,4.22,19.43,97.82,PER_24
7.88,0.0,2011,25,PER,-0.08243923,74.54,9.26,94.27,,32.16,47.98,68.84,66.93,36.54,62.34,,,61.55,22.69,72.57,,,9.7,7.88,49.32,4.64,20.5,77.61,PER_25
11.27,0.0,2012,1,PER,0.7153535,38.24,7.54,90.49,,12.52,64.2,44.95,42.7,26.21,40.13,,,22.05,8.88,74.15,,,13.39,11.27,37.45,5.11,20.58,64.13,PER_1
